id,year,Source,PageNumber,BeginningWords,Date,Length,FrontPage,Description,subissue,issue
44616,2004,NYT Index 2004,563,Profile of Gerald,12/10/2004,2,0,"Profile of Gerald A Reynolds, who succeeds Mary Frances Berry as chairman of United States Commission of Civil Rights.",200,2
44872,2004,NYT Index 2004,1075,Letter from Evan,1/22/2004,9,0,"Executive director, Freedom to Marry, expresses disappointment that Pres Bush threatened to embrace proposed constitutional amendment denying gays right to marry.",202,2
44873,2004,NYT Index 2004,1077,Bob Herbert Op-Ed,3/1/2004,2,0,Bob Herbert Op-Ed column deplores opposition to same sex marriage.,202,2
44875,2004,NYT Index 2004,1081,Lisa W Foderaro,7/23/2004,2,0,Bedford Hills (NY) Unitarian Universalist minister who performed same-sex marriages charged with solemnizing marriages without licenses.,202,2
44955,2004,NYT Index 2004,1241,NAACP Legal Defense,1/30/2004,1,0,NAACP Legal Defense and Educational Fund names Theodore M Shaw as new president.,201,2
45061,2004,NYT Index 2004,1453,Russell West letter,5/11/2004,9,0,Russell West letter on May 11 editorial agrees New York City is wrong to bar rallies in Central Park during RNC.,207,2
45072,2004,NYT Index 2004,1475,Irene Lynch letter,8/20/2004,9,0,Irene Lynch letter disputes Aug 14 letter questioning whether demonstrators should be allowed to gather in Central Park during RNC.,207,2
45082,2004,NYT Index 2004,1495,Editorial in series,10/4/2004,9,0,Editorial in series Making Votes Count says Diebold has had two recent legal setbacks.,206,2
45086,2004,NYT Index 2004,1503,Doug Worsham letter,10/23/2004,9,0,Letter says publicly discussing gays and lesbians as real human beings is not political attack; contends call for Kerry to apologize is insult to gays and family.,202,2
45160,2004,NYT Index 2004,1651,Hawaii voters approved,12/25/2004,2,0,Hawaii voters approved string of constitutional amendments on Election Day that reversed several state Supreme Court rulings that protected rights of sex offenders.,200,2
45221,2004,NYT Index 2004,1773,New York City,8/25/2004,2,0,New York City Taxi and Limousine Commission is set to vote to try to encourage purchase of medallions specifically designated for wheelchair-accessible cabs.,205,2
45233,2004,NYT Index 2004,1797,Letter from Marie,12/3/2004,9,0,"Marie Wilson, president of White House Project, cites research that shows women are underrepresented as news anchors and expert news guests.",202,2
45257,2004,NYT Index 2004,1845,New York City,3/28/2004,2,0,NYC Police Dept officials met with protest organizers before March 20 antiwar demonstration in hopes of planning peaceful gathering.,207,2
45359,2004,NYT Index 2004,2049,Robert C Petty ,1/25/2004,9,0,Robert C Petty letter predicts that in future electronic voting can probably be made as safe as any current system.,206,2
45360,2004,NYT Index 2004,2051,Carl Mattioli letter,6/5/2004,9,0,Carl Mattioli letter responds to May 30 editorial; holds that US cannot be trusted to make reliable voting machine.,206,2
45361,2004,NYT Index 2004,2053,Experts agree it,9/19/2004,2,1,Experts agree it is now too late to make any significant changes in touch-screen voting in six weeks before first election in which electronic voting will play major role.,206,2
45425,2005,NYT Index 2005,5,John Tierney Op-Ed,8/13/2005,2,0,Op Ed on Naral Pro Choice ad regarding Judge Roberts ideology on excusing attacks on abortion clinics. Mentions Roe V Wade.,20081,2
45426,2005,NYT Index 2005,7,Op-Ed article by,12/1/2005,2,0,"Samuel Alito says that men should be notified of women's intent to have an abortion, men have rights too",20081,2
45488,2005,NYT Index 2005,131,Iona college decides,7/21/2005,2,0,Iona says Title IX from Dept of Education is cumbersome and has adverse affect on men's program,202,2
45582,2005,NYT Index 2005,321,Casper Journal on ,12/16/2005,2,0,Casper WY gay mayor says that western individualism and homophobia are not synonymous.,202,2
45643,2005,NYT Index 2005,443,Hate crimes in,7/24/2005,2,0,Hate crimes in NYC are down,200,2
45656,2005,NYT Index 2005,469,News analysis of ,3/24/2005,2,0,Analysis of Terri Schiavo case and the judicial separation of powers doctrine,200,2
45657,2005,NYT Index 2005,471,Sen Billl Frist,5/17/2005,1,0,"Frist defends himself saying he would never make a diagnosis from a videotape, autopsy of Schiavo showed brain damage",200,2
45712,2005,NYT Index 2005,581,United States Supreme,8/23/2005,2,0,SCOTUS refuses to reconsider ruling on imminent domain,200,2
45884,2005,NYT Index 2005,925,Editors of major,7/11/2005,2,0,Newspaper editors will continue to publish leaked gov documents in face of jailings,200,2
45960,2005,NYT Index 2005,1077,Tennessee House approves,3/18/2005,1,0,Tenn. House approves putting amendment in to ban same sex marriage,202,2
45975,2005,NYT Index 2005,1107,Conservative Christians are,6/2/2005,2,1,Conservative Christians are supporting bills to adopt embryos and irritating abortion advocates,20081,2
46142,2005,NYT Index 2005,1441,Equal Employment Opportunity,8/13/2005,2,1,EEO suit against Tyson foods for whites only sign posted by two workers,201,2
46150,2005,NYT Index 2005,1457,Some profane words,7/31/2005,2,0,"Profane words commonly used, still some stigma about when and where",207,2
46299,2005,NYT Index 2005,1755,William C Rhoden,5/29/2005,2,0,Women in French Open receive $15k less than men,202,2
46406,2005,NYT Index 2005,1969,Three students protesting,3/10/2005,1,0,"Students protest military at job fair, they are arrested after not leaving",200,2
46460,2006,NYT Index 2006,3,Three-judge panels,2/1/2006,2,0,The Court of Appeals in the 2nd and 9th Circuits uphold ruling that the Partial Birth Abortion Act is unconstitutional,20081,2
46610,2006,NYT Index 2006,303,Cancer survivors encounter,9/17/2006,2,0,Cancer survivors face difficulties in job market,205,2
46721,2006,NYT Index 2006,525,Parallels and contrasts,5/14/2006,2,0,two recent attacks on Hispanic residents of Long Island indicate rising racial tensions,201,2
46888,2006,NYT Index 2006,859,Nathaniel Frank letter,3/20/2006,9,0,letter says same-sex partners of troops cut out of military support services,202,2
46978,2006,NYT Index 2006,1039,Two New Jersey,12/6/2006,2,0,NJ state congressmen introduce civil union legislation,202,2
47009,2006,NYT Index 2006,1101,Kenji Yoshino article,1/15/2006,3,0,Yale professor Yoshino says anti-discrimination laws do not protect minorities who do not conform to group norms,200,2
47145,2006,NYT Index 2006,1373,Op-Ed article by,6/4/2006,2,0,op-ed by exec of NY Civil Liberties Union about Suffolk County police women not given proper treatment during pregnancy,202,2
47374,2006,NYT Index 2006,1831,Children as young,12/2/2006,2,1,"article about transgendered children, legal trend that schools must support parent's decision to accept child's predisposition",202,2
47395,2006,NYT Index 2006,1873,House Republican leaders,6/22/2006,3,0,House Rep leader cancel vote to renew Voting Rights Act,206,2
47405,2006,NYT Index 2006,1893,Military Religious Freedom,12/12/2006,1,0,avocacy group for freedom of religion in military asks Pentagon to investigate promotional video for evangelical group Christian Embassy,207,2
47456,2007,NYT Index 2007,3,Editorial holds that,4/19/2007,9,0,Supreme Court decision on abortion procedure gives Bush administration victory; editorial questions partiality of court,20081,2
47457,2007,NYT Index 2007,5,District Atty Phill,10/18/2007,2,0,District Attorney Phill Kline files charges against Planned Parenthood alleging it provides illegal late-term abortion,20081,2
47560,2007,NYT Index 2007,211,New York Blood,1/10/2007,2,0,New York Blood Center reports blood supply  in NYC lowest in five years; forced to limited rare blood type supply to hospitals; encourages more donations,200,2
47809,2007,NYT Index 2007,709,Article on issue,6/22/2007,2,0,article on second-home owners voting in local politics,206,2
48200,2007,NYT Index 2007,1491,Equal Employment Opportunity,6/27/2007,1,0,Merill Lynch sued by EEOC for treatment of Muslim employee,201,2
48384,2008,NYT Index 2008,1,"AARP, national advocacy",8/20/2008,1,0,AARP sued for age discrimination by former employee,204,2
48428,2008,NYT Index 2008,89,David C Wood,1/18/2008,1,0,man charged with assault as hate crime for beating Sikh man in New Hyde Park,201,2
48962,2008,NYT Index 2008,1157,"Pennsylvania NAACP, Election",10/24/2008,2,0,NAACP and Election Reform Network file lawsuit to get paper ballots in Pennsylvania after half of voting machines have failed in past,206,2
49207,2009,NYT Index 2009,5,Correction of December,12/30/2009,9,0,Correction about split between Catholic Church and Hospitals over abortion financing provisions.,20081,2
49300,2009,NYT Index 2009,191,Pres Obama tries,7/25/2009,2,1,Pres Obama tries to diffuse national debate over arrest of black Harvard Professor,201,2
49309,2009,NYT Index 2009,209,Yale University and,8/13/2009,2,0,University decides it will not republish the 12 Danish drawing that sparked outrage,201,2
49411,2009,NYT Index 2009,413,Federal Judge Gary,9/18/2009,1,0,Judge orders Pittsburg to allow protest tent at meeting,207,2
49520,2009,NYT Index 2009,631,William Safire On,1/4/2009,2,0,Column discussing language considered obsenaties by media in light of Rod Blagojevich transcipts.,207,2
49562,2009,NYT Index 2009,715,Correction of May,6/2/2009,9,0,Correction about attempted antisemetic attacks in the Bronx,201,2
49567,2009,NYT Index 2009,725,CIA has fought,10/17/2009,2,0,CIA has fought to keep documents related to JFK assassin secret. ,208,2
49599,2009,NYT Index 2009,789,David Bois and ,5/28/2009,2,1,Prominent lawyers join together to fight Proposition 8 gay marriage ba ,202,2
49600,2009,NYT Index 2009,791,Some New Jersey,11/24/2009,2,0,Some democratic legislators appear to change opinion on gay marriage issue. ,202,2
49652,2009,NYT Index 2009,895,Federal appeals court,4/17/2009,1,0,Death row inmate appeal rejected based on claim that execution violates constitutional rights.,200,2
49739,2009,NYT Index 2009,1069,Federal jury in,7/31/2009,2,0,Federal discrimination in Connecticut police officer case comes to verdict.,201,2
49951,2009,NYT Index 2009,1493,Orlando Patterson essay,8/16/2009,2,0,Discussion of race and immigrant experience.,201,2
49987,2010,NYT Index 2010,1,Profile of and ,1/7/2010,2,1,Interview with Representative Bart Stupak on his antiabortion stance and the new health care law.,20081,2
49988,2010,NYT Index 2010,3,At least 11,6/3/2010,2,0,11 more states have resticted or increased regulation on abortions this year.,20081,2
50074,2010,NYT Index 2010,175,Nicholas D Kristof Op-Ed,6/13/2010,2,0,Op-ed discussing book about race and poverty in US.,201,2
50178,2010,NYT Index 2010,383,California federal appeals,3/12/2010,1,0,CA court finds that Pledge of Allegiance does not violate separation of church and state.,207,2
50225,2010,NYT Index 2010,477,Eight people accused,4/3/2010,1,0,Members of Christian militia held on charges of plotting to over throw the government.,209,2
50336,2010,NYT Index 2010,699,American Bar Association,8/11/2010,1,0,American Bar Association calls on all states to legalize same sex marriage.,202,2
50496,2010,NYT Index 2010,1019,Many Chinese shopkeepers,6/22/2010,2,1,Chinese shopkeepers in NYC have been using old fashion methods to deal with shoplifters. Some worry about the absence of basic civil rights usually involved these types of cases. ,200,2
50606,2010,NYT Index 2010,1239,Elena Kagan faced,5/7/2010,2,0,Discussion of Elena Kagan's dilema of whether to allow military recruiters  at Harvard due to the don't ask don't tell policy.,202,2
50614,2010,NYT Index 2010,1255,White House report,10/22/2010,2,0,White House reports having made a number of policies which benefit women's economic health.,202,2
50620,2010,NYT Index 2010,1267,Pres Obama issues,11/5/2010,1,0,Pres Obama issues executive order regarding the handling of unclassified information.,208,2
